Discipline,Specialty,Year,AllRef,OutSpecRef,OutDiscRef,AllCit,OutSpecCit,OutDiscCit
Biomedical Research,Biomedical Research,2003,3536135,0.68,0.34,4591644,0.78,0.49
Biomedical Research,Biomedical Research,2004,3811662,0.69,0.34,4532730,0.78,0.49
Biomedical Research,Biomedical Research,2005,3924288,0.7,0.35,4224591,0.78,0.49
Biomedical Research,Biomedical Research,2006,4159311,0.71,0.36,3937244,0.79,0.49
Biomedical Research,Biomedical Research,2007,4507439,0.72,0.38,3745332,0.79,0.49
Biomedical Research,Biomedical Research,2008,4761479,0.73,0.39,3373467,0.79,0.49
Biomedical Research,Biomedical Research,2009,5058827,0.74,0.39,2963281,0.79,0.48
Biomedical Research,Biomedical Research,2010,5492833,0.75,0.41,2488245,0.79,0.49
Biomedical Research,Biomedical Research,2011,6077451,0.76,0.42,1982874,0.79,0.49
Biomedical Research,Biomedical Research,2012,6877841,0.77,0.44,1423087,0.78,0.49
Biomedical Research,Biomedical Research,2013,7358232,0.79,0.46,738331,0.78,0.49
Biomedical Research,Biomedical Research,2014,7463304,0.79,0.47,142886,0.76,0.48
Chemistry,Chemistry,1950,48382,0.524347898,0.3146211401,180621,0.6500130107,0.3169565001
Chemistry,Chemistry,1951,55456,0.5222158107,0.2889678304,216536,0.6526028005,0.3000471053
Chemistry,Chemistry,1952,70868,0.5004092115,0.2830614664,253362,0.6574940204,0.308874259
Chemistry,Chemistry,1953,74139,0.4913877986,0.2785713322,261099,0.658884178,0.3071287136
Chemistry,Chemistry,1954,84210,0.5050469065,0.273922337,254933,0.6619660852,0.3065393652
Chemistry,Chemistry,1955,71563,0.4654220757,0.2543912357,282982,0.6555010566,0.2950541024
Chemistry,Chemistry,1956,86321,0.5088217236,0.262427451,318446,0.6947802767,0.3567983269
Chemistry,Chemistry,1957,88927,0.5000168678,0.2430982716,310210,0.6621740112,0.2908384643
Chemistry,Chemistry,1958,102655,0.5300472456,0.254084068,346957,0.6741642336,0.3124681156
Chemistry,Chemistry,1959,118219,0.5241543238,0.2466862349,361914,0.6601899899,0.2897732611
Chemistry,Chemistry,1960,122487,0.5316564207,0.238033424,369946,0.6538494807,0.2672362994
Chemistry,Chemistry,1961,155885,0.5550566122,0.2409981717,438269,0.6485537421,0.2637991736
Chemistry,Chemistry,1962,168059,0.5455346039,0.2329479528,412872,0.6329637273,0.2442790986
Chemistry,Chemistry,1963,183468,0.5559225587,0.2386356204,479153,0.6429491206,0.2544907368
Chemistry,Chemistry,1964,203283,0.5740224219,0.2365716759,539684,0.6462763395,0.2428291371
Chemistry,Chemistry,1965,209676,0.5590387073,0.2342757397,548225,0.6382343016,0.2442792649
Chemistry,Chemistry,1966,236999,0.609559534,0.2304355715,524614,0.6205324296,0.2226456023
Chemistry,Chemistry,1967,258660,0.5913979742,0.2192182788,583555,0.6120845507,0.2153730154
Chemistry,Chemistry,1968,309651,0.6167039667,0.2288996322,665614,0.6137911763,0.212994318
Chemistry,Chemistry,1969,328645,0.6130505561,0.232980876,625612,0.6027202164,0.2207102805
Chemistry,Chemistry,1970,347510,0.6173664067,0.2320364882,678096,0.6014236922,0.2103374743
Chemistry,Chemistry,1971,405021,0.6267082448,0.2449379168,744853,0.5996525489,0.2180900124
Chemistry,Chemistry,1972,459178,0.6095087308,0.2387701501,782505,0.590770666,0.2148650807
Chemistry,Chemistry,1973,447913,0.5998196078,0.2306519346,780995,0.5839422788,0.2106902093
Chemistry,Chemistry,1974,472333,0.6069743168,0.2368498496,735311,0.5739285826,0.2119198543
Chemistry,Chemistry,1975,480862,0.6099671007,0.2537817503,774962,0.572975191,0.2151589368
Chemistry,Chemistry,1976,512416,0.6096999313,0.2491452258,816000,0.5729056373,0.2188897059
Chemistry,Chemistry,1977,522787,0.5992976107,0.2447229943,828669,0.5765933081,0.2196353429
Chemistry,Chemistry,1978,528594,0.5947835201,0.2410886238,832584,0.5641520856,0.2172777762
Chemistry,Chemistry,1979,548169,0.5922808477,0.2374760339,864340,0.5703924382,0.2229145938
Chemistry,Chemistry,1980,582106,0.5924127221,0.2420693138,946143,0.5693230305,0.2168044365
Chemistry,Chemistry,1981,618730,0.5963037189,0.2500234351,978423,0.5687611595,0.2230896044
Chemistry,Chemistry,1982,667193,0.596376161,0.2508449579,996115,0.5704120508,0.2242662745
Chemistry,Chemistry,1983,683385,0.5956013082,0.2530579395,1021514,0.5641185534,0.2184385138
Chemistry,Chemistry,1984,734107,0.596050712,0.2569094151,1072351,0.5592487907,0.2207467518
Chemistry,Chemistry,1985,758502,0.5952759518,0.2573361705,1058554,0.5599922158,0.2134732853
Chemistry,Chemistry,1986,778258,0.5958628116,0.2596773821,1074271,0.5586523326,0.2224475947
Chemistry,Chemistry,1987,796812,0.5986468577,0.270213049,1098076,0.5643042922,0.2299367257
Chemistry,Chemistry,1988,843158,0.596977079,0.2597045868,1116848,0.56593198,0.2303088692
Chemistry,Chemistry,1989,850315,0.5946102327,0.2663648177,1128504,0.5634149281,0.2270430588
Chemistry,Chemistry,1990,905902,0.5915573649,0.2673854346,1272237,0.5624329429,0.2258187743
Chemistry,Chemistry,1991,969067,0.5990607461,0.2782150254,1351743,0.5697229429,0.24887867
Chemistry,Chemistry,1992,1042014,0.5933998967,0.2715088281,1333633,0.5614903051,0.2365875769
Chemistry,Chemistry,1993,1112339,0.5927878102,0.2775161169,1462739,0.5666615849,0.2423344151
Chemistry,Chemistry,1994,1196120,0.5943333445,0.2783608668,1472085,0.5654918024,0.2437685324
Chemistry,Chemistry,1995,1268544,0.6013137897,0.2872237778,1601687,0.578048645,0.2474297413
Chemistry,Chemistry,1996,1414274,0.6012272021,0.2885494607,1758632,0.5775028545,0.2533565863
Chemistry,Chemistry,1997,1491333,0.5945526586,0.2837830317,1773412,0.5740346857,0.2591383164
Chemistry,Chemistry,1998,1484156,0.5972236072,0.2836891809,1859111,0.5852340178,0.2626287511
Chemistry,Chemistry,1999,1566057,0.5979475843,0.2892608634,1944506,0.5856443745,0.2642342065
Chemistry,Chemistry,2000,1645268,0.5987614176,0.2910364755,2067370,0.5917678016,0.2686500239
Chemistry,Chemistry,2001,1723133,0.5995927186,0.2941119461,2116395,0.6009185431,0.2742210221
Chemistry,Chemistry,2002,1906270,0.6110524742,0.3052956821,2172067,0.608302138,0.2838982407
Chemistry,Chemistry,2003,2075602,0.6158141108,0.3096865391,2259847,0.6134154215,0.290862169
Chemistry,Chemistry,2004,2330305,0.6203368229,0.3209751513,2427403,0.6269766495,0.3078059144
Chemistry,Chemistry,2005,2541201,0.6214207377,0.3213413658,2425727,0.623768462,0.3034533565
Chemistry,Chemistry,2006,2793928,0.6281078109,0.3277188961,2340396,0.6237004336,0.3096138431
Chemistry,Chemistry,2007,2953410,0.6341493392,0.3315001981,2154970,0.6234940626,0.3053425338
Chemistry,Chemistry,2008,3201380,0.6396875722,0.3368584798,2062699,0.6240740893,0.3022355661
Chemistry,Chemistry,2009,3534628,0.6503431196,0.3476679866,1874408,0.6270667859,0.3067976662
Chemistry,Chemistry,2010,3851409,0.6579186994,0.355202213,1678985,0.6288793527,0.3168318955
Chemistry,Chemistry,2011,4417566,0.6643389142,0.3652309892,1428887,0.6298825589,0.3159788003
Chemistry,Chemistry,2012,4716420,0.6726559552,0.3722914838,1049470,0.6316302515,0.3179328613
Chemistry,Chemistry,2013,5020566,0.6777769678,0.3783872177,560142,0.6141889021,0.3076487748
Chemistry,Chemistry,2014,5371982,0.6851193842,0.3863856953,134363,0.5875427015,0.276936359
Clinical Medicine,Clinical Medicine,1950,144061,0.658686251,0.2287711456,329446,0.6539281096,0.1744200871
Clinical Medicine,Clinical Medicine,1951,149589,0.6588786609,0.2165333012,335588,0.6596809183,0.1770087131
Clinical Medicine,Clinical Medicine,1952,165111,0.6675751464,0.2221232989,338958,0.6617781554,0.177523469
Clinical Medicine,Clinical Medicine,1953,172847,0.6641769889,0.2251702373,379513,0.6637717285,0.1927681002
Clinical Medicine,Clinical Medicine,1954,185749,0.6622162165,0.2190967381,400388,0.6616482012,0.197578349
Clinical Medicine,Clinical Medicine,1955,164241,0.6546477433,0.2204747901,378797,0.6688278946,0.1922692102
Clinical Medicine,Clinical Medicine,1956,173395,0.651264454,0.2243374953,405212,0.6631195522,0.1970474714
Clinical Medicine,Clinical Medicine,1957,182510,0.6571585119,0.2308804997,448121,0.6624505435,0.1948870952
Clinical Medicine,Clinical Medicine,1958,199667,0.6506633545,0.235487086,460369,0.6592385673,0.1910858464
Clinical Medicine,Clinical Medicine,1959,218984,0.6566370146,0.2467212216,500024,0.6557465242,0.1880809721
Clinical Medicine,Clinical Medicine,1960,236514,0.6552127992,0.2482178645,569182,0.6602721098,0.1873407803
Clinical Medicine,Clinical Medicine,1961,327284,0.6731462583,0.2560070153,684022,0.6504513013,0.2046703176
Clinical Medicine,Clinical Medicine,1962,339430,0.6738797396,0.2692101464,664175,0.6515240712,0.1984431814
Clinical Medicine,Clinical Medicine,1963,346931,0.6688649904,0.2708751884,708771,0.6436930969,0.2028257364
Clinical Medicine,Clinical Medicine,1964,370671,0.6708725527,0.2818375325,768449,0.6406111531,0.1985206565
Clinical Medicine,Clinical Medicine,1965,401077,0.6779122213,0.2809535326,845889,0.6374134195,0.2003797189
Clinical Medicine,Clinical Medicine,1966,449909,0.6685240793,0.2761291728,929171,0.6367762231,0.2005884816
Clinical Medicine,Clinical Medicine,1967,465139,0.6688624261,0.2822468122,988847,0.6385396325,0.2091273979
Clinical Medicine,Clinical Medicine,1968,497965,0.6665729519,0.2816342514,1085078,0.6353570895,0.1989672632
Clinical Medicine,Clinical Medicine,1969,583960,0.664158504,0.2761473389,1202304,0.6244435683,0.1962332322
Clinical Medicine,Clinical Medicine,1970,575842,0.6582934208,0.2729081936,1201866,0.6160387264,0.1894004823
Clinical Medicine,Clinical Medicine,1971,658300,0.6576895033,0.2798511317,1415752,0.6213418734,0.1944577864
Clinical Medicine,Clinical Medicine,1972,780920,0.6580353942,0.2786405778,1646592,0.6162151887,0.1967232927
Clinical Medicine,Clinical Medicine,1973,844655,0.6494024187,0.2700522699,1741984,0.6087007688,0.1920746689
Clinical Medicine,Clinical Medicine,1974,910722,0.6461433895,0.2680477687,1885037,0.6088485266,0.1896106018
Clinical Medicine,Clinical Medicine,1975,1011944,0.6409099713,0.2560833406,2043767,0.6086486375,0.1928018213
Clinical Medicine,Clinical Medicine,1976,1112122,0.6405897914,0.2520065245,2129848,0.6034092574,0.1875711318
Clinical Medicine,Clinical Medicine,1977,1214160,0.6316885748,0.2462698491,2301154,0.5938294438,0.1813559631
Clinical Medicine,Clinical Medicine,1978,1279574,0.6311928814,0.2481200775,2443980,0.5890690595,0.1859511944
Clinical Medicine,Clinical Medicine,1979,1416788,0.6278363453,0.2414052067,2501183,0.5868091219,0.1877867393
Clinical Medicine,Clinical Medicine,1980,1524976,0.6243455635,0.242684475,2741904,0.5886697711,0.1864503644
Clinical Medicine,Clinical Medicine,1981,1674008,0.6217413537,0.2426224964,2863033,0.5818462449,0.1848853995
Clinical Medicine,Clinical Medicine,1982,1838206,0.6200926338,0.2414941525,3014117,0.5806805111,0.1857260352
Clinical Medicine,Clinical Medicine,1983,1969338,0.6150828349,0.2397846383,3250628,0.5845538154,0.1884494319
Clinical Medicine,Clinical Medicine,1984,2104391,0.6145573708,0.2391133587,3358410,0.5786309593,0.1871022299
Clinical Medicine,Clinical Medicine,1985,2400511,0.6190656906,0.2343734313,3533219,0.5866474736,0.190784098
Clinical Medicine,Clinical Medicine,1986,2346865,0.6140728163,0.2465591331,3676293,0.5878152258,0.1897794871
Clinical Medicine,Clinical Medicine,1987,2443768,0.614326319,0.2506948286,3834328,0.5850151578,0.189809792
Clinical Medicine,Clinical Medicine,1988,2586783,0.6117455542,0.252526014,4047273,0.5814211199,0.1923556923
Clinical Medicine,Clinical Medicine,1989,2731288,0.6155209557,0.2571537677,4292244,0.5883207012,0.1968212897
Clinical Medicine,Clinical Medicine,1990,2930841,0.6152561671,0.260560706,4609709,0.5883813924,0.197664755
Clinical Medicine,Clinical Medicine,1991,3091102,0.6159835554,0.2614045088,4783545,0.5936647403,0.2018093276
Clinical Medicine,Clinical Medicine,1992,3326033,0.6145492243,0.2634745356,5031518,0.5949653763,0.2041169285
Clinical Medicine,Clinical Medicine,1993,3539749,0.6144065582,0.2648998559,5388749,0.5979829456,0.2056807619
Clinical Medicine,Clinical Medicine,1994,3800339,0.6163965899,0.2679918818,5480976,0.5986430154,0.2105495445
Clinical Medicine,Clinical Medicine,1995,4056291,0.6165302243,0.2644753545,5822641,0.6026589996,0.2155083922
Clinical Medicine,Clinical Medicine,1996,4743568,0.6182689908,0.256296737,5836420,0.6034265868,0.2191896745
Clinical Medicine,Clinical Medicine,1997,4896374,0.615263254,0.2518796563,6169962,0.6098953284,0.2244333109
Clinical Medicine,Clinical Medicine,1998,5057855,0.6152647713,0.2519340709,6398840,0.6157528552,0.2302053185
Clinical Medicine,Clinical Medicine,1999,5274160,0.6150183157,0.2507210627,6660219,0.6189140327,0.2340149776
Clinical Medicine,Clinical Medicine,2000,5544604,0.6177411408,0.2514336461,6961603,0.6245552928,0.2436480506
Clinical Medicine,Clinical Medicine,2001,5631364,0.6188126003,0.2504496246,6836307,0.62684385,0.245156047
Clinical Medicine,Clinical Medicine,2002,6009463,0.6210335266,0.2514149767,6980973,0.6338869954,0.2527018798
Clinical Medicine,Clinical Medicine,2003,6388500,0.6216091414,0.2494505753,6950720,0.6343190346,0.2524616155
Clinical Medicine,Clinical Medicine,2004,6755282,0.6230950832,0.2513111962,6879322,0.6359977044,0.2561394858
Clinical Medicine,Clinical Medicine,2005,7253373,0.6251481897,0.2480295719,6810975,0.6365126872,0.2558991921
Clinical Medicine,Clinical Medicine,2006,7774021,0.6276652713,0.2503048294,6387731,0.6363342476,0.2607102585
Clinical Medicine,Clinical Medicine,2007,8327335,0.6305035164,0.2467175873,5955804,0.635030132,0.2608588194
Clinical Medicine,Clinical Medicine,2008,9135310,0.6354290112,0.2479052161,5492952,0.6367894713,0.2639942967
Clinical Medicine,Clinical Medicine,2009,9569561,0.6354219384,0.2488858162,4864129,0.6357111417,0.2655595688
Clinical Medicine,Clinical Medicine,2010,10109778,0.6392708129,0.2520819943,4056233,0.6358303381,0.2719143599
Clinical Medicine,Clinical Medicine,2011,10719119,0.6403906888,0.2518740579,3090989,0.6322096261,0.2703380698
Clinical Medicine,Clinical Medicine,2012,11468301,0.643748189,0.2539121532,2138738,0.6274485234,0.2654687016
Clinical Medicine,Clinical Medicine,2013,12026569,0.6476543726,0.2584644881,1072032,0.6182007627,0.2608970628
Clinical Medicine,Clinical Medicine,2014,12252026,0.6504175718,0.2632464214,210078,0.5998010263,0.2541865402
Earth and Space,Earth and Space,1950,2618,0.3135981665,0.2918258212,16300,0.3991411043,0.2319018405
Earth and Space,Earth and Space,1951,3390,0.3764011799,0.3362831858,17668,0.4014036676,0.2390196966
Earth and Space,Earth and Space,1952,3798,0.3678251711,0.327014218,21979,0.4455616725,0.3180763456
Earth and Space,Earth and Space,1953,4124,0.4044616877,0.3530552861,26113,0.417646383,0.2331022862
Earth and Space,Earth and Space,1954,4661,0.3696631624,0.295215619,23394,0.4596477729,0.2772933231
Earth and Space,Earth and Space,1955,4804,0.3803080766,0.3130724396,29533,0.3711780043,0.2068872109
Earth and Space,Earth and Space,1956,5673,0.3825136612,0.3148246078,27689,0.4100906497,0.2501715483
Earth and Space,Earth and Space,1957,6078,0.3688713393,0.3053636064,30332,0.475998945,0.2755176052
Earth and Space,Earth and Space,1958,6250,0.42,0.35088,30467,0.4317458233,0.2695703548
Earth and Space,Earth and Space,1959,8505,0.4652557319,0.3616696061,41347,0.4099450988,0.230826904
Earth and Space,Earth and Space,1960,10757,0.4636050944,0.3720368132,52911,0.4318950691,0.2466783845
Earth and Space,Earth and Space,1961,12210,0.461998362,0.3728910729,56343,0.4497808068,0.2453011022
Earth and Space,Earth and Space,1962,12421,0.4395781338,0.3344336205,62673,0.3991192379,0.226700493
Earth and Space,Earth and Space,1963,16929,0.4353476283,0.3320337882,79580,0.4757602413,0.2954511184
Earth and Space,Earth and Space,1964,19727,0.4577482638,0.3318294723,90836,0.4426769122,0.2362609538
Earth and Space,Earth and Space,1965,20053,0.4473644841,0.3321198823,83747,0.3845630291,0.2118523649
Earth and Space,Earth and Space,1966,28040,0.457810271,0.3211840228,115882,0.3835539601,0.2318565437
Earth and Space,Earth and Space,1967,34121,0.4502798863,0.3388529058,144405,0.4115439216,0.2538070011
Earth and Space,Earth and Space,1968,41808,0.431017987,0.3190537696,159675,0.3757256928,0.2114670424
Earth and Space,Earth and Space,1969,52655,0.4360459595,0.3081378786,206041,0.3966152368,0.2178644056
Earth and Space,Earth and Space,1970,60525,0.4158777365,0.295464684,227152,0.3735120096,0.2003944495
Earth and Space,Earth and Space,1971,78312,0.4270482174,0.2924711411,245302,0.366935451,0.1984084924
Earth and Space,Earth and Space,1972,82056,0.4059544701,0.2901067564,259270,0.3747637598,0.210020442
Earth and Space,Earth and Space,1973,95614,0.3908318865,0.2668123915,296255,0.3650537544,0.1896980642
Earth and Space,Earth and Space,1974,102707,0.3748137907,0.2524073335,307884,0.3588721726,0.1891783919
Earth and Space,Earth and Space,1975,127739,0.4016471086,0.2474498783,334448,0.3696359374,0.1839090083
Earth and Space,Earth and Space,1976,130384,0.3716713707,0.243572831,381670,0.3559829172,0.1826080122
Earth and Space,Earth and Space,1977,141539,0.3747023788,0.2451550456,414560,0.3703324006,0.1874228097
Earth and Space,Earth and Space,1978,159454,0.377701406,0.2435624067,442125,0.3742878145,0.1888085949
Earth and Space,Earth and Space,1979,186319,0.389863621,0.2393905077,457502,0.3703808945,0.1919335872
Earth and Space,Earth and Space,1980,185436,0.3776828663,0.2447690848,477778,0.3807186601,0.197449443
Earth and Space,Earth and Space,1981,212706,0.3764256768,0.2384841048,512193,0.3727169251,0.1859201512
Earth and Space,Earth and Space,1982,234905,0.38396373,0.2424086333,537235,0.3767662196,0.1838413357
Earth and Space,Earth and Space,1983,267835,0.3922452256,0.2389456195,543603,0.3720343707,0.1849769041
Earth and Space,Earth and Space,1984,280318,0.3884338501,0.2412331709,585573,0.3675955005,0.1871944232
Earth and Space,Earth and Space,1985,287837,0.393166966,0.2421196719,553737,0.3678713902,0.1922555292
Earth and Space,Earth and Space,1986,307723,0.3919011579,0.2399950605,619938,0.3710612997,0.1908287603
Earth and Space,Earth and Space,1987,332544,0.3817600077,0.2272300808,621169,0.3604816081,0.1797836016
Earth and Space,Earth and Space,1988,328973,0.3878099418,0.2409954616,621269,0.3680177186,0.1845834896
Earth and Space,Earth and Space,1989,351207,0.382683147,0.2360801465,653716,0.3725715754,0.1847820766
Earth and Space,Earth and Space,1990,380464,0.3766532445,0.2296327642,690235,0.3759082052,0.1935659594
Earth and Space,Earth and Space,1991,422403,0.3755536774,0.2186726894,705602,0.3810207454,0.1928991131
Earth and Space,Earth and Space,1992,418326,0.3786138084,0.2295291232,759579,0.3847842028,0.2025174472
Earth and Space,Earth and Space,1993,461937,0.3698686184,0.2240738456,811356,0.3825509394,0.197455864
Earth and Space,Earth and Space,1994,500342,0.3764545051,0.227384469,860505,0.3898733883,0.2026844702
Earth and Space,Earth and Space,1995,571130,0.3860679705,0.2291649887,921797,0.3976265924,0.2087791564
Earth and Space,Earth and Space,1996,634805,0.3869109412,0.2350028749,974251,0.3958517877,0.2097888532
Earth and Space,Earth and Space,1997,662108,0.3943933618,0.2367060963,993454,0.4091060079,0.2193518774
Earth and Space,Earth and Space,1998,705063,0.4012974727,0.2383021092,1078207,0.406203076,0.2188346023
Earth and Space,Earth and Space,1999,738736,0.3967750319,0.2368721708,1058422,0.4177757076,0.2257114837
Earth and Space,Earth and Space,2000,799796,0.4031603059,0.2375280697,1113870,0.4159282502,0.2234677296
Earth and Space,Earth and Space,2001,875103,0.4071177907,0.2428822664,1134963,0.4182894068,0.227845313
Earth and Space,Earth and Space,2002,938300,0.4078333156,0.2391271448,1094208,0.4158770545,0.2279493478
Earth and Space,Earth and Space,2003,1031312,0.4164336302,0.2460671455,1176352,0.4195045361,0.2346491526
Earth and Space,Earth and Space,2004,1105301,0.4188062799,0.2480437455,1131203,0.4190609466,0.2319663226
Earth and Space,Earth and Space,2005,1176959,0.4314033029,0.2592350286,1092641,0.4266634695,0.2405565964
Earth and Space,Earth and Space,2006,1347849,0.4391508248,0.2673845512,1117363,0.4221788264,0.2410604253
Earth and Space,Earth and Space,2007,1479895,0.4505339906,0.2770520882,1051406,0.4312311324,0.2523972661
Earth and Space,Earth and Space,2008,1667070,0.4639643206,0.288032896,999520,0.4395829998,0.2575746358
