Discipline,Specialty,Year,AllRef,OutSpecRef,OutDiscRef,AllCit,OutSpecCit,OutDiscCit
Health,Speech-Language Pathology and Audiology,1953,176,0.78,0.78,620,0.53,0.49
Health,Speech-Language Pathology and Audiology,1954,306,0.67,0.67,1172,0.46,0.44
Health,Speech-Language Pathology and Audiology,1955,228,0.76,0.76,737,0.48,0.47
Health,Speech-Language Pathology and Audiology,1956,297,0.83,0.83,785,0.57,0.54
Health,Speech-Language Pathology and Audiology,1957,319,0.79,0.79,957,0.53,0.51
Health,Speech-Language Pathology and Audiology,1958,628,0.73,0.73,2325,0.55,0.54
Health,Speech-Language Pathology and Audiology,1959,886,0.71,0.71,1981,0.54,0.53
Health,Speech-Language Pathology and Audiology,1960,835,0.68,0.67,2466,0.56,0.55
Health,Speech-Language Pathology and Audiology,1961,1004,0.69,0.69,2225,0.56,0.55
Health,Speech-Language Pathology and Audiology,1962,1152,0.63,0.63,3004,0.64,0.62
Health,Speech-Language Pathology and Audiology,1963,1095,0.64,0.63,3221,0.58,0.57
Health,Speech-Language Pathology and Audiology,1964,1306,0.68,0.68,3126,0.6,0.58
Health,Speech-Language Pathology and Audiology,1965,1094,0.59,0.58,2556,0.63,0.61
Health,Speech-Language Pathology and Audiology,1966,1219,0.6,0.6,2855,0.5,0.47
Health,Speech-Language Pathology and Audiology,1967,1318,0.59,0.59,3538,0.51,0.49
Health,Speech-Language Pathology and Audiology,1968,1374,0.58,0.56,3386,0.59,0.57
Health,Speech-Language Pathology and Audiology,1969,1869,0.6,0.6,4670,0.6,0.57
Health,Speech-Language Pathology and Audiology,1970,1755,0.58,0.58,3673,0.57,0.55
Health,Speech-Language Pathology and Audiology,1971,2275,0.61,0.6,3969,0.61,0.58
Health,Speech-Language Pathology and Audiology,1972,1604,0.56,0.56,4151,0.51,0.49
Health,Speech-Language Pathology and Audiology,1973,1481,0.57,0.56,2939,0.53,0.5
Health,Speech-Language Pathology and Audiology,1974,2121,0.6,0.6,3834,0.56,0.53
Health,Speech-Language Pathology and Audiology,1975,2559,0.61,0.6,4576,0.57,0.54
Health,Speech-Language Pathology and Audiology,1976,2237,0.61,0.58,4601,0.51,0.48
Health,Speech-Language Pathology and Audiology,1977,2504,0.56,0.55,5108,0.57,0.54
Health,Speech-Language Pathology and Audiology,1978,2840,0.57,0.55,5963,0.53,0.5
Health,Speech-Language Pathology and Audiology,1979,3186,0.61,0.59,5608,0.54,0.51
Health,Speech-Language Pathology and Audiology,1980,3982,0.61,0.61,7010,0.53,0.51
Health,Speech-Language Pathology and Audiology,1981,4406,0.59,0.58,7828,0.5,0.47
Health,Speech-Language Pathology and Audiology,1982,4321,0.6,0.58,6950,0.54,0.5
Health,Speech-Language Pathology and Audiology,1983,4676,0.6,0.59,7408,0.56,0.54
Health,Speech-Language Pathology and Audiology,1984,4550,0.61,0.59,7539,0.56,0.52
Health,Speech-Language Pathology and Audiology,1985,4795,0.58,0.57,7645,0.54,0.5
Health,Speech-Language Pathology and Audiology,1986,5017,0.59,0.57,7743,0.58,0.54
Health,Speech-Language Pathology and Audiology,1987,5284,0.58,0.57,7844,0.56,0.52
Health,Speech-Language Pathology and Audiology,1988,6129,0.61,0.59,7494,0.6,0.56
Health,Speech-Language Pathology and Audiology,1989,6517,0.6,0.58,9842,0.58,0.54
Health,Speech-Language Pathology and Audiology,1990,6776,0.62,0.61,10359,0.58,0.55
Health,Speech-Language Pathology and Audiology,1991,6442,0.58,0.56,9442,0.6,0.54
Health,Speech-Language Pathology and Audiology,1992,6344,0.58,0.58,9616,0.57,0.53
Health,Speech-Language Pathology and Audiology,1993,7176,0.61,0.6,11041,0.62,0.58
Health,Speech-Language Pathology and Audiology,1994,6897,0.56,0.54,9637,0.59,0.53
Health,Speech-Language Pathology and Audiology,1995,7406,0.57,0.56,9848,0.6,0.55
Health,Speech-Language Pathology and Audiology,1996,8226,0.61,0.6,8736,0.58,0.53
Health,Speech-Language Pathology and Audiology,1997,8382,0.61,0.59,11120,0.62,0.57
Health,Speech-Language Pathology and Audiology,1998,9236,0.61,0.59,10929,0.6,0.55
Health,Speech-Language Pathology and Audiology,1999,9191,0.64,0.61,11486,0.63,0.57
Health,Speech-Language Pathology and Audiology,2000,10643,0.64,0.63,12106,0.67,0.59
Health,Speech-Language Pathology and Audiology,2001,10643,0.61,0.59,11717,0.65,0.57
Health,Speech-Language Pathology and Audiology,2002,10999,0.65,0.63,10189,0.63,0.55
Health,Speech-Language Pathology and Audiology,2003,14056,0.7,0.68,13543,0.7,0.64
Health,Speech-Language Pathology and Audiology,2004,12535,0.65,0.62,10956,0.65,0.56
Health,Speech-Language Pathology and Audiology,2005,15300,0.69,0.66,9890,0.68,0.58
Health,Speech-Language Pathology and Audiology,2006,15159,0.66,0.62,9802,0.67,0.56
Health,Speech-Language Pathology and Audiology,2007,17650,0.69,0.66,9398,0.69,0.6
Health,Speech-Language Pathology and Audiology,2008,20266,0.7,0.66,8579,0.7,0.57
Health,Speech-Language Pathology and Audiology,2009,20303,0.7,0.67,7342,0.7,0.61
Health,Speech-Language Pathology and Audiology,2010,21136,0.66,0.62,5461,0.66,0.57
Health,Speech-Language Pathology and Audiology,2011,24614,0.69,0.64,4282,0.68,0.58
Health,Speech-Language Pathology and Audiology,2012,27153,0.7,0.65,2660,0.66,0.57
Health,Speech-Language Pathology and Audiology,2013,27103,0.7,0.65,1139,0.64,0.56
Health,Speech-Language Pathology and Audiology,2014,28566,0.69,0.65,293,0.54,0.49
Humanities,History,1957,112,0.6,0.6,1058,0.44,0.35
Humanities,History,1958,176,0.59,0.59,1295,0.41,0.33
Humanities,History,1959,235,0.48,0.47,1567,0.5,0.4
Humanities,History,1960,216,0.5,0.48,1513,0.48,0.36
Humanities,History,1961,282,0.55,0.52,1655,0.53,0.39
Humanities,History,1962,237,0.38,0.37,1825,0.49,0.37
Humanities,History,1963,316,0.42,0.4,1960,0.54,0.45
Humanities,History,1964,239,0.44,0.43,1806,0.47,0.33
Humanities,History,1965,362,0.51,0.49,2109,0.5,0.39
Humanities,History,1966,343,0.56,0.52,1784,0.48,0.36
Humanities,History,1967,335,0.52,0.49,2273,0.5,0.38
Humanities,History,1968,429,0.43,0.4,2272,0.46,0.36
Humanities,History,1969,661,0.49,0.45,3037,0.51,0.42
Humanities,History,1970,703,0.53,0.5,3366,0.49,0.41
Humanities,History,1971,875,0.57,0.55,3119,0.5,0.41
Humanities,History,1972,654,0.54,0.53,3142,0.45,0.39
Humanities,History,1973,703,0.48,0.45,3472,0.48,0.41
Humanities,History,1974,1136,0.55,0.51,3869,0.45,0.36
Humanities,History,1975,1806,0.55,0.52,6513,0.46,0.32
Humanities,History,1976,2245,0.5,0.46,7333,0.44,0.31
Humanities,History,1977,2386,0.53,0.49,6757,0.44,0.29
Humanities,History,1978,3193,0.5,0.43,7211,0.43,0.31
Humanities,History,1979,3172,0.49,0.43,7222,0.43,0.32
Humanities,History,1980,3650,0.49,0.41,7758,0.44,0.3
Humanities,History,1981,3585,0.48,0.4,7878,0.42,0.29
Humanities,History,1982,4598,0.47,0.39,8563,0.43,0.3
Humanities,History,1983,5410,0.5,0.39,9185,0.45,0.34
Humanities,History,1984,6142,0.49,0.38,9683,0.46,0.33
Humanities,History,1985,7416,0.5,0.39,9590,0.45,0.32
Humanities,History,1986,7653,0.48,0.38,10335,0.46,0.35
Humanities,History,1987,7537,0.48,0.36,8578,0.44,0.32
Humanities,History,1988,7135,0.46,0.36,7895,0.45,0.33
Humanities,History,1989,5961,0.45,0.36,8040,0.47,0.37
Humanities,History,1990,6008,0.44,0.35,7574,0.47,0.35
Humanities,History,1991,6665,0.46,0.38,7264,0.44,0.34
Humanities,History,1992,6219,0.47,0.37,7916,0.48,0.38
Humanities,History,1993,7204,0.48,0.38,7905,0.48,0.37
Humanities,History,1994,7173,0.49,0.4,7539,0.46,0.37
Humanities,History,1995,7485,0.49,0.4,8028,0.46,0.35
Humanities,History,1996,7628,0.46,0.36,7528,0.48,0.38
Humanities,History,1997,7783,0.46,0.38,7650,0.49,0.37
Humanities,History,1998,7997,0.46,0.37,7485,0.46,0.37
Humanities,History,1999,7493,0.48,0.38,7206,0.48,0.39
Humanities,History,2000,7970,0.46,0.36,6768,0.49,0.38
Humanities,History,2001,8017,0.48,0.39,6814,0.49,0.39
Humanities,History,2002,7802,0.49,0.4,6173,0.48,0.38
Humanities,History,2003,8453,0.49,0.4,6237,0.51,0.41
Humanities,History,2004,7816,0.47,0.39,5834,0.5,0.4
Humanities,History,2005,8701,0.5,0.41,5524,0.5,0.4
Humanities,History,2006,8968,0.51,0.42,5197,0.49,0.38
Humanities,History,2007,10932,0.54,0.46,4939,0.47,0.37
Humanities,History,2008,12026,0.57,0.49,4916,0.45,0.37
Humanities,History,2009,14124,0.6,0.51,4708,0.48,0.39
Humanities,History,2010,16625,0.6,0.51,4216,0.44,0.36
Humanities,History,2011,19493,0.58,0.5,3342,0.39,0.32
Humanities,History,2012,20043,0.56,0.48,2024,0.4,0.32
Humanities,History,2013,22184,0.57,0.48,1085,0.34,0.29
Humanities,History,2014,20305,0.57,0.48,213,0.19,0.15
Humanities,Language & Linguistics,1954,112,0.29,0.29,917,0.52,0.47
Humanities,Language & Linguistics,1956,283,0.52,0.52,1419,0.65,0.58
Humanities,Language & Linguistics,1957,163,0.6,0.6,958,0.6,0.56
Humanities,Language & Linguistics,1958,208,0.49,0.49,1548,0.68,0.66
Humanities,Language & Linguistics,1959,371,0.54,0.54,1849,0.57,0.5
Humanities,Language & Linguistics,1960,228,0.49,0.49,885,0.49,0.43
Humanities,Language & Linguistics,1961,325,0.42,0.42,1073,0.47,0.39
Humanities,Language & Linguistics,1962,545,0.56,0.56,1088,0.54,0.47
Humanities,Language & Linguistics,1963,581,0.43,0.43,1928,0.59,0.5
Humanities,Language & Linguistics,1964,778,0.35,0.35,1905,0.7,0.66
Humanities,Language & Linguistics,1965,974,0.51,0.51,1693,0.56,0.46
Humanities,Language & Linguistics,1966,518,0.55,0.54,827,0.61,0.46
Humanities,Language & Linguistics,1967,566,0.45,0.45,1116,0.39,0.32
Humanities,Language & Linguistics,1968,651,0.52,0.51,840,0.45,0.34
Humanities,Language & Linguistics,1969,614,0.47,0.46,1589,0.46,0.39
Humanities,Language & Linguistics,1970,721,0.46,0.45,2362,0.36,0.28
Humanities,Language & Linguistics,1971,552,0.38,0.37,1715,0.55,0.47
Humanities,Language & Linguistics,1972,541,0.34,0.32,1465,0.43,0.34
Humanities,Language & Linguistics,1973,664,0.44,0.42,1614,0.34,0.24
Humanities,Language & Linguistics,1974,823,0.4,0.39,3872,0.61,0.56
Humanities,Language & Linguistics,1975,1188,0.51,0.48,5092,0.56,0.27
Humanities,Language & Linguistics,1976,1443,0.46,0.36,5569,0.5,0.21
Humanities,Language & Linguistics,1977,1361,0.47,0.35,6666,0.51,0.32
Humanities,Language & Linguistics,1978,1589,0.41,0.27,4962,0.5,0.24
Humanities,Language & Linguistics,1979,1639,0.45,0.32,5710,0.5,0.27
Humanities,Language & Linguistics,1980,2030,0.41,0.25,6646,0.4,0.2
Humanities,Language & Linguistics,1981,2788,0.46,0.34,6680,0.48,0.27
Humanities,Language & Linguistics,1982,2998,0.47,0.31,7783,0.48,0.28
Humanities,Language & Linguistics,1983,3450,0.47,0.31,7673,0.42,0.22
Humanities,Language & Linguistics,1984,4161,0.49,0.31,7943,0.43,0.23
Humanities,Language & Linguistics,1985,4648,0.49,0.3,8312,0.44,0.25
Humanities,Language & Linguistics,1986,4446,0.49,0.31,8697,0.44,0.28
Humanities,Language & Linguistics,1987,4786,0.46,0.28,7681,0.4,0.24
Humanities,Language & Linguistics,1988,4578,0.49,0.29,7892,0.39,0.26
Humanities,Language & Linguistics,1989,4256,0.45,0.28,7306,0.4,0.25
Humanities,Language & Linguistics,1990,4772,0.46,0.28,7182,0.42,0.27
Humanities,Language & Linguistics,1991,4746,0.41,0.22,6983,0.37,0.23
Humanities,Language & Linguistics,1992,4780,0.41,0.23,5907,0.39,0.22
Humanities,Language & Linguistics,1993,4849,0.39,0.23,6439,0.38,0.23
Humanities,Language & Linguistics,1994,5400,0.49,0.33,6403,0.42,0.29
Humanities,Language & Linguistics,1995,5263,0.46,0.29,6191,0.46,0.31
Humanities,Language & Linguistics,1996,5469,0.48,0.32,6637,0.47,0.35
Humanities,Language & Linguistics,1997,6008,0.46,0.29,6669,0.45,0.33
Humanities,Language & Linguistics,1998,6386,0.51,0.36,7093,0.44,0.33
Humanities,Language & Linguistics,1999,5831,0.48,0.31,6763,0.43,0.3
Humanities,Language & Linguistics,2000,6245,0.48,0.31,7107,0.48,0.35
Humanities,Language & Linguistics,2001,6722,0.5,0.34,6927,0.44,0.33
Humanities,Language & Linguistics,2002,6892,0.51,0.36,6926,0.44,0.33
Humanities,Language & Linguistics,2003,7237,0.5,0.36,7738,0.42,0.33
Humanities,Language & Linguistics,2004,8048,0.54,0.43,7765,0.46,0.38
Humanities,Language & Linguistics,2005,8719,0.55,0.42,8015,0.44,0.35
Humanities,Language & Linguistics,2006,9810,0.54,0.42,7863,0.46,0.38
Humanities,Language & Linguistics,2007,11563,0.54,0.43,7508,0.41,0.32
Humanities,Language & Linguistics,2008,16202,0.57,0.49,8173,0.4,0.33
Humanities,Language & Linguistics,2009,20170,0.58,0.51,8056,0.38,0.33
Humanities,Language & Linguistics,2010,24285,0.58,0.51,6748,0.38,0.32
Humanities,Language & Linguistics,2011,27560,0.58,0.51,5442,0.39,0.34
Humanities,Language & Linguistics,2012,28580,0.57,0.5,2985,0.36,0.31
Humanities,Language & Linguistics,2013,31934,0.56,0.5,1467,0.36,0.3
Humanities,Language & Linguistics,2014,31724,0.57,0.52,380,0.28,0.24
Humanities,Literature,1975,471,0.82,0.41,5221,0.4,0.13
Humanities,Literature,1976,1067,0.59,0.3,5402,0.35,0.11
Humanities,Literature,1977,1651,0.5,0.24,5720,0.34,0.11
Humanities,Literature,1978,2215,0.41,0.2,5527,0.37,0.13
Humanities,Literature,1979,2532,0.46,0.2,5737,0.39,0.12
Humanities,Literature,1980,3128,0.4,0.19,6134,0.41,0.2
Humanities,Literature,1981,2540,0.44,0.18,5926,0.38,0.13
Humanities,Literature,1982,3179,0.46,0.21,6976,0.36,0.14
Humanities,Literature,1983,3901,0.42,0.18,7093,0.37,0.15
Humanities,Literature,1984,4973,0.45,0.18,7816,0.37,0.17
Humanities,Literature,1985,6034,0.4,0.16,6491,0.38,0.15
Humanities,Literature,1986,6088,0.42,0.19,6800,0.44,0.21
Humanities,Literature,1987,5407,0.43,0.18,5242,0.44,0.19
Humanities,Literature,1988,3852,0.46,0.2,4635,0.41,0.16
Humanities,Literature,1989,3685,0.48,0.2,4962,0.44,0.2
Humanities,Literature,1990,4069,0.47,0.23,4987,0.44,0.21
Humanities,Literature,1991,4360,0.46,0.22,4824,0.46,0.23
Humanities,Literature,1992,4552,0.5,0.24,4721,0.47,0.25
Humanities,Literature,1993,4272,0.47,0.22,4085,0.47,0.25
Humanities,Literature,1994,4596,0.49,0.22,4575,0.49,0.25
Humanities,Literature,1995,4655,0.47,0.23,4331,0.48,0.26
Humanities,Literature,1996,4699,0.46,0.22,3772,0.48,0.27
Humanities,Literature,1997,4745,0.47,0.21,4221,0.48,0.27
Humanities,Literature,1998,4630,0.48,0.21,3546,0.49,0.27
Humanities,Literature,1999,4496,0.47,0.23,3940,0.52,0.32
Humanities,Literature,2000,4325,0.48,0.24,3820,0.54,0.34
Humanities,Literature,2001,4715,0.47,0.25,3750,0.52,0.32
Humanities,Literature,2002,4816,0.48,0.23,3903,0.57,0.34
Humanities,Literature,2003,4939,0.46,0.22,3520,0.52,0.31
Humanities,Literature,2004,4985,0.52,0.28,3678,0.56,0.34
Humanities,Literature,2005,4566,0.52,0.29,2989,0.58,0.34
Humanities,Literature,2006,5432,0.53,0.3,3064,0.6,0.36
Humanities,Literature,2007,5088,0.56,0.32,2592,0.57,0.32
Humanities,Literature,2008,4991,0.55,0.32,2714,0.51,0.27
Humanities,Literature,2009,6113,0.59,0.35,2212,0.5,0.25
Humanities,Literature,2010,6594,0.56,0.37,1926,0.51,0.29
Humanities,Literature,2011,8070,0.56,0.33,1435,0.45,0.26
Humanities,Literature,2012,9030,0.55,0.32,942,0.51,0.32
Humanities,Literature,2013,9545,0.55,0.34,405,0.48,0.23
Humanities,Literature,2014,8456,0.57,0.36,68,0.31,0.21
Humanities,Miscellaneous Humanities,1962,170,0.85,0.56,121,0.71,0.4
Humanities,Miscellaneous Humanities,1963,227,0.86,0.53,129,0.71,0.22
Humanities,Miscellaneous Humanities,1964,229,0.89,0.69,135,0.71,0.29
Humanities,Miscellaneous Humanities,1965,303,0.91,0.67,272,0.81,0.36
Humanities,Miscellaneous Humanities,1966,408,0.95,0.76,1042,0.94,0.6
Humanities,Miscellaneous Humanities,1967,210,0.97,0.88,455,0.95,0.55
Humanities,Miscellaneous Humanities,1968,275,0.97,0.92,456,0.9,0.66
Humanities,Miscellaneous Humanities,1969,300,0.93,0.85,409,0.89,0.54
Humanities,Miscellaneous Humanities,1970,356,0.96,0.88,478,0.88,0.56
Humanities,Miscellaneous Humanities,1971,169,0.92,0.83,285,0.83,0.56
Humanities,Miscellaneous Humanities,1972,253,0.88,0.82,338,0.87,0.67
Humanities,Miscellaneous Humanities,1973,263,0.93,0.78,220,0.82,0.49
Humanities,Miscellaneous Humanities,1974,166,0.87,0.73,315,0.86,0.61
Humanities,Miscellaneous Humanities,1975,710,0.94,0.74,2211,0.63,0.24
Humanities,Miscellaneous Humanities,1976,657,0.9,0.62,2332,0.6,0.22
Humanities,Miscellaneous Humanities,1977,664,0.87,0.55,2299,0.59,0.23
Humanities,Miscellaneous Humanities,1978,756,0.83,0.52,2295,0.58,0.21
Humanities,Miscellaneous Humanities,1979,927,0.8,0.47,2622,0.61,0.29
Humanities,Miscellaneous Humanities,1980,937,0.76,0.42,2963,0.58,0.17
Humanities,Miscellaneous Humanities,1981,1084,0.74,0.44,2792,0.57,0.14
Humanities,Miscellaneous Humanities,1982,1020,0.68,0.34,3341,0.53,0.18
Humanities,Miscellaneous Humanities,1983,1519,0.73,0.4,3125,0.53,0.17
Humanities,Miscellaneous Humanities,1984,1424,0.67,0.32,3564,0.55,0.16
Humanities,Miscellaneous Humanities,1985,1650,0.71,0.34,3275,0.57,0.19
Humanities,Miscellaneous Humanities,1986,1882,0.65,0.28,3125,0.56,0.18
Humanities,Miscellaneous Humanities,1987,1974,0.64,0.3,3005,0.49,0.18
Humanities,Miscellaneous Humanities,1988,1831,0.59,0.26,2637,0.49,0.17
Humanities,Miscellaneous Humanities,1989,2130,0.6,0.25,2877,0.5,0.18
Humanities,Miscellaneous Humanities,1990,1991,0.59,0.25,2747,0.49,0.18
Humanities,Miscellaneous Humanities,1991,2105,0.59,0.26,2527,0.51,0.18
Humanities,Miscellaneous Humanities,1992,2354,0.61,0.3,2533,0.54,0.24
Humanities,Miscellaneous Humanities,1993,2324,0.59,0.34,2289,0.52,0.22
Humanities,Miscellaneous Humanities,1994,2039,0.58,0.27,1882,0.56,0.27
Humanities,Miscellaneous Humanities,1995,2482,0.58,0.3,2177,0.5,0.21
Humanities,Miscellaneous Humanities,1996,2628,0.56,0.3,1954,0.5,0.2
Humanities,Miscellaneous Humanities,1997,2305,0.56,0.27,1870,0.52,0.23
Humanities,Miscellaneous Humanities,1998,2293,0.53,0.24,1715,0.51,0.24
Humanities,Miscellaneous Humanities,1999,2306,0.52,0.26,1568,0.56,0.26
Humanities,Miscellaneous Humanities,2000,2272,0.51,0.21,1446,0.5,0.2
Humanities,Miscellaneous Humanities,2001,2491,0.54,0.26,1574,0.61,0.36
Humanities,Miscellaneous Humanities,2002,2591,0.54,0.28,1324,0.54,0.25
Humanities,Miscellaneous Humanities,2003,2791,0.59,0.35,1263,0.59,0.27
Humanities,Miscellaneous Humanities,2004,2439,0.58,0.32,1334,0.59,0.33
Humanities,Miscellaneous Humanities,2005,2663,0.53,0.25,1325,0.62,0.31
Humanities,Miscellaneous Humanities,2006,2687,0.56,0.27,1021,0.6,0.31
Humanities,Miscellaneous Humanities,2007,2529,0.6,0.3,1000,0.59,0.3
Humanities,Miscellaneous Humanities,2008,3978,0.69,0.44,1772,0.64,0.44
Humanities,Miscellaneous Humanities,2009,5587,0.75,0.53,1857,0.68,0.49
Humanities,Miscellaneous Humanities,2010,6120,0.73,0.48,1467,0.67,0.47
Humanities,Miscellaneous Humanities,2011,6942,0.76,0.53,1183,0.68,0.49
Humanities,Miscellaneous Humanities,2012,8043,0.77,0.54,738,0.68,0.47
Humanities,Miscellaneous Humanities,2013,8005,0.77,0.51,282,0.62,0.43
Humanities,Miscellaneous Humanities,2014,8394,0.76,0.53,60,0.53,0.42
Humanities,Philosophy,1962,142,0.7,0.67,889,0.44,0.33
Humanities,Philosophy,1963,173,0.25,0.22,833,0.45,0.34
Humanities,Philosophy,1964,254,0.46,0.45,1609,0.53,0.39
Humanities,Philosophy,1965,127,0.28,0.23,2126,0.48,0.41
Humanities,Philosophy,1966,255,0.4,0.37,1916,0.45,0.3
Humanities,Philosophy,1967,251,0.14,0.14,1987,0.38,0.29
Humanities,Philosophy,1968,215,0.3,0.28,2071,0.42,0.35
Humanities,Philosophy,1969,200,0.27,0.24,2195,0.37,0.28
Humanities,Philosophy,1970,1215,0.23,0.18,2837,0.45,0.36
Humanities,Philosophy,1971,303,0.36,0.34,1652,0.54,0.43
Humanities,Philosophy,1972,338,0.34,0.33,1625,0.48,0.4
Humanities,Philosophy,1973,320,0.22,0.2,1518,0.58,0.48
Humanities,Philosophy,1974,391,0.44,0.39,2755,0.53,0.44
Humanities,Philosophy,1975,752,0.36,0.33,4517,0.42,0.34
Humanities,Philosophy,1976,896,0.39,0.33,4352,0.39,0.3
Humanities,Philosophy,1977,985,0.41,0.35,4396,0.45,0.32
Humanities,Philosophy,1978,1140,0.35,0.31,4187,0.43,0.33
Humanities,Philosophy,1979,1332,0.32,0.28,6177,0.43,0.33
Humanities,Philosophy,1980,1463,0.4,0.34,4519,0.44,0.34
Humanities,Philosophy,1981,1613,0.32,0.27,5176,0.45,0.35
Humanities,Philosophy,1982,2080,0.37,0.34,5487,0.41,0.33
Humanities,Philosophy,1983,2191,0.37,0.3,5294,0.4,0.31
Humanities,Philosophy,1984,2420,0.34,0.29,5730,0.38,0.31
Humanities,Philosophy,1985,2579,0.36,0.26,4980,0.43,0.34
Humanities,Philosophy,1986,2815,0.32,0.27,5781,0.4,0.32
Humanities,Philosophy,1987,2677,0.34,0.27,3967,0.39,0.32
Humanities,Philosophy,1988,2326,0.33,0.27,4272,0.43,0.34
Humanities,Philosophy,1989,2471,0.36,0.29,4834,0.47,0.38
Humanities,Philosophy,1990,2320,0.4,0.32,4354,0.4,0.3
Humanities,Philosophy,1991,2829,0.35,0.29,4879,0.43,0.35
Humanities,Philosophy,1992,2866,0.37,0.3,5188,0.4,0.32
Humanities,Philosophy,1993,2681,0.36,0.29,4098,0.38,0.3
Humanities,Philosophy,1994,3155,0.35,0.29,5369,0.38,0.32
Humanities,Philosophy,1995,3261,0.39,0.32,5099,0.4,0.34
Humanities,Philosophy,1996,3547,0.36,0.31,4819,0.35,0.28
Humanities,Philosophy,1997,3802,0.39,0.33,4886,0.38,0.32
Humanities,Philosophy,1998,3672,0.33,0.26,5821,0.4,0.34
Humanities,Philosophy,1999,4133,0.39,0.33,5164,0.4,0.34
Humanities,Philosophy,2000,4355,0.34,0.28,5447,0.38,0.32
Humanities,Philosophy,2001,4337,0.36,0.31,5448,0.39,0.33
Humanities,Philosophy,2002,4927,0.35,0.29,5047,0.39,0.34
Humanities,Philosophy,2003,5171,0.35,0.28,5361,0.38,0.33
Humanities,Philosophy,2004,5328,0.39,0.34,4882,0.39,0.33
Humanities,Philosophy,2005,6090,0.39,0.35,4556,0.35,0.3
Humanities,Philosophy,2006,7241,0.41,0.36,4777,0.39,0.34
Humanities,Philosophy,2007,7795,0.44,0.37,4925,0.37,0.31
Humanities,Philosophy,2008,10391,0.48,0.42,4845,0.41,0.35
Humanities,Philosophy,2009,12786,0.5,0.45,4877,0.43,0.38
Humanities,Philosophy,2010,13986,0.52,0.47,3892,0.39,0.34
Humanities,Philosophy,2011,14944,0.52,0.47,2937,0.38,0.34
Humanities,Philosophy,2012,17084,0.51,0.45,1969,0.37,0.33
Humanities,Philosophy,2013,22300,0.52,0.47,1067,0.32,0.29
Humanities,Philosophy,2014,22266,0.5,0.45,418,0.28,0.25
Humanities,Religion,1975,340,0.83,0.66,1976,0.29,0.12
Humanities,Religion,1976,413,0.7,0.5,1929,0.29,0.11
Humanities,Religion,1977,575,0.6,0.41,1845,0.23,0.09
Humanities,Religion,1978,693,0.57,0.44,1724,0.32,0.11
Humanities,Religion,1979,683,0.48,0.36,1913,0.34,0.16
Humanities,Religion,1980,827,0.5,0.36,2216,0.29,0.11
Humanities,Religion,1981,906,0.49,0.34,1997,0.3,0.12
Humanities,Religion,1982,1135,0.48,0.35,2353,0.32,0.14
Humanities,Religion,1983,1025,0.43,0.24,2102,0.32,0.13
Humanities,Religion,1984,1238,0.41,0.22,2290,0.32,0.11
Humanities,Religion,1985,1200,0.48,0.3,2236,0.38,0.15
Humanities,Religion,1986,1481,0.4,0.25,2341,0.32,0.14
Humanities,Religion,1987,1692,0.5,0.36,2187,0.33,0.16
Humanities,Religion,1988,1472,0.4,0.25,1706,0.28,0.11
Humanities,Religion,1989,1579,0.4,0.21,1930,0.31,0.13
Humanities,Religion,1990,1637,0.41,0.2,1956,0.34,0.17
Humanities,Religion,1991,1766,0.41,0.26,1789,0.31,0.13
Humanities,Religion,1992,1782,0.38,0.19,1770,0.31,0.14
Humanities,Religion,1993,1828,0.39,0.21,1769,0.33,0.17
Humanities,Religion,1994,1667,0.38,0.21,1643,0.31,0.14
Humanities,Religion,1995,1905,0.38,0.22,1703,0.33,0.16
Humanities,Religion,1996,1997,0.37,0.21,1760,0.35,0.19
Humanities,Religion,1997,2030,0.41,0.25,1673,0.38,0.22
Humanities,Religion,1998,2188,0.41,0.23,1641,0.34,0.18
Humanities,Religion,1999,2033,0.42,0.25,1477,0.38,0.2
Humanities,Religion,2000,2090,0.39,0.19,1381,0.37,0.19
Humanities,Religion,2001,2070,0.39,0.24,1381,0.36,0.21
Humanities,Religion,2002,2253,0.38,0.21,1259,0.34,0.17
Humanities,Religion,2003,2187,0.42,0.24,1306,0.39,0.24
Humanities,Religion,2004,2055,0.45,0.24,1091,0.39,0.2
Humanities,Religion,2005,2103,0.45,0.28,1064,0.35,0.19
Humanities,Religion,2006,2236,0.44,0.28,1049,0.36,0.19
Humanities,Religion,2007,2437,0.46,0.28,1026,0.34,0.18
Humanities,Religion,2008,3304,0.58,0.45,1441,0.38,0.24
Humanities,Religion,2009,4254,0.66,0.53,1460,0.41,0.3
Humanities,Religion,2010,4678,0.65,0.52,1399,0.41,0.3
Humanities,Religion,2011,6636,0.7,0.58,1310,0.5,0.43
Humanities,Religion,2012,7254,0.67,0.56,700,0.39,0.29
Humanities,Religion,2013,7745,0.7,0.59,351,0.4,0.3
Humanities,Religion,2014,7390,0.7,0.59,80,0.11,0.1
Mathematics,Applied Mathematics,1950,183,0.71,0.48,3145,0.83,0.71
Mathematics,Applied Mathematics,1951,219,0.8,0.59,3136,0.8,0.73
Mathematics,Applied Mathematics,1952,239,0.72,0.49,3378,0.9,0.85
Mathematics,Applied Mathematics,1953,294,0.77,0.59,2053,0.82,0.61
Mathematics,Applied Mathematics,1954,351,0.77,0.48,4081,0.86,0.74
Mathematics,Applied Mathematics,1955,185,0.85,0.33,1279,0.83,0.33
Mathematics,Applied Mathematics,1956,243,0.72,0.26,1479,0.78,0.43
